Year,Geography,Immig.,Reason,Age group,Both sexes,Men,Women
2007,Canada,"          Recent immigrants, 5+ to 10 years",  Own illness,55+,0,0,0
2007,Canada,"          Recent immigrants, 5+ to 10 years",  Caring for children,15+,11.6,0,11.2
2007,Canada,"          Recent immigrants, 5+ to 10 years",  Caring for children,15-24,0,0,0
2007,Canada,"          Recent immigrants, 5+ to 10 years",  Caring for children,25-54,11.3,0,10.9
2007,Canada,"          Recent immigrants, 5+ to 10 years",  Caring for children,55+,0,0,0
2007,Canada,"          Recent immigrants, 5+ to 10 years",  Other personal or family responsibilities,15+,2.9,0,2.3
2007,Canada,"          Recent immigrants, 5+ to 10 years",  Other personal or family responsibilities,15-24,0,0,0
2007,Canada,"          Recent immigrants, 5+ to 10 years",  Other personal or family responsibilities,25-54,1.9,0,1.7
2007,Canada,"          Recent immigrants, 5+ to 10 years",  Other personal or family responsibilities,55+,0,0,0
2007,Canada,"          Recent immigrants, 5+ to 10 years",  Going to school,15+,34.8,15.5,19.3
2007,Canada,"          Recent immigrants, 5+ to 10 years",  Going to school,15-24,30,13.3,16.6
2007,Canada,"          Recent immigrants, 5+ to 10 years",  Going to school,25-54,4.9,2.2,2.7
2007,Canada,"          Recent immigrants, 5+ to 10 years",  Going to school,55+,0,0,0
2007,Canada,"          Recent immigrants, 5+ to 10 years",  Personal preference,15+,12.4,4.3,8.1
2007,Canada,"          Recent immigrants, 5+ to 10 years",  Personal preference,15-24,1.7,0,0
2007,Canada,"          Recent immigrants, 5+ to 10 years",  Personal preference,25-54,8,3,5.1
2007,Canada,"          Recent immigrants, 5+ to 10 years",  Personal preference,55+,2.7,0,2
2007,Canada,"          Recent immigrants, 5+ to 10 years",  Other voluntary,15+,0,0,0
2007,Canada,"          Recent immigrants, 5+ to 10 years",  Other voluntary,15-24,0,0,0
2007,Canada,"          Recent immigrants, 5+ to 10 years",  Other voluntary,25-54,0,0,0
2007,Canada,"          Recent immigrants, 5+ to 10 years",  Other voluntary,55+,0,0,0
2007,Canada,"          Recent immigrants, 5+ to 10 years","  Business conditions, did not look for full-time work in last month",15+,11.8,4.3,7.5
2007,Canada,"          Recent immigrants, 5+ to 10 years","  Business conditions, did not look for full-time work in last month",15-24,2.3,0,0
2007,Canada,"          Recent immigrants, 5+ to 10 years","  Business conditions, did not look for full-time work in last month",25-54,8.8,3.2,5.7
2007,Canada,"          Recent immigrants, 5+ to 10 years","  Business conditions, did not look for full-time work in last month",55+,0,0,0
2007,Canada,"          Recent immigrants, 5+ to 10 years","  Could not find full-time work, did not look for full-time work in last month",15+,3.5,1.5,2
2007,Canada,"          Recent immigrants, 5+ to 10 years","  Could not find full-time work, did not look for full-time work in last month",15-24,0,0,0
2007,Canada,"          Recent immigrants, 5+ to 10 years","  Could not find full-time work, did not look for full-time work in last month",25-54,2.3,0,1.5
2007,Canada,"          Recent immigrants, 5+ to 10 years","  Could not find full-time work, did not look for full-time work in last month",55+,0,0,0
2007,Canada,"          Recent immigrants, 5+ to 10 years","  Business conditions, looked for full-time work in last month",15+,4.7,2.2,2.6
2007,Canada,"          Recent immigrants, 5+ to 10 years","  Business conditions, looked for full-time work in last month",15-24,0,0,0
2007,Canada,"          Recent immigrants, 5+ to 10 years","  Business conditions, looked for full-time work in last month",25-54,3.1,0,1.7
2007,Canada,"          Recent immigrants, 5+ to 10 years","  Business conditions, looked for full-time work in last month",55+,0,0,0
2007,Canada,"          Recent immigrants, 5+ to 10 years","  Could not find full-time work, looked for full-time work in last month",15+,3.9,1.6,2.3
2007,Canada,"          Recent immigrants, 5+ to 10 years","  Could not find full-time work, looked for full-time work in last month",15-24,0,0,0
2007,Canada,"          Recent immigrants, 5+ to 10 years","  Could not find full-time work, looked for full-time work in last month",25-54,3,0,1.8
2007,Canada,"          Recent immigrants, 5+ to 10 years","  Could not find full-time work, looked for full-time work in last month",55+,0,0,0
2007,Canada,"          Established immigrants, 10+ years","Part-time employment, all reasons",15+,341.5,109.4,232.1
2007,Canada,"          Established immigrants, 10+ years","Part-time employment, all reasons",15-24,52.1,24.7,27.5
2007,Canada,"          Established immigrants, 10+ years","Part-time employment, all reasons",25-54,162.8,38.6,124.2
2007,Canada,"          Established immigrants, 10+ years","Part-time employment, all reasons",55+,126.5,46.1,80.4
2007,Canada,"          Established immigrants, 10+ years",  Own illness,15+,18,5.5,12.5
2007,Canada,"          Established immigrants, 10+ years",  Own illness,15-24,0,0,0
2007,Canada,"          Established immigrants, 10+ years",  Own illness,25-54,8.3,2.4,5.9
2007,Canada,"          Established immigrants, 10+ years",  Own illness,55+,9.2,3,6.3
2007,Canada,"          Established immigrants, 10+ years",  Caring for children,15+,39.7,1.9,37.7
2007,Canada,"          Established immigrants, 10+ years",  Caring for children,15-24,0,0,0
2007,Canada,"          Established immigrants, 10+ years",  Caring for children,25-54,37.5,1.7,35.8
2007,Canada,"          Established immigrants, 10+ years",  Caring for children,55+,1.8,0,1.5
2007,Canada,"          Established immigrants, 10+ years",  Other personal or family responsibilities,15+,14,2.2,11.8
2007,Canada,"          Established immigrants, 10+ years",  Other personal or family responsibilities,15-24,0,0,0
2007,Canada,"          Established immigrants, 10+ years",  Other personal or family responsibilities,25-54,8.4,0,7.2
2007,Canada,"          Established immigrants, 10+ years",  Other personal or family responsibilities,55+,5.5,0,4.4
2007,Canada,"          Established immigrants, 10+ years",  Going to school,15+,53.2,23.8,29.4
2007,Canada,"          Established immigrants, 10+ years",  Going to school,15-24,39.4,18.8,20.6
2007,Canada,"          Established immigrants, 10+ years",  Going to school,25-54,13.1,4.7,8.3
2007,Canada,"          Established immigrants, 10+ years",  Going to school,55+,0,0,0
2007,Canada,"          Established immigrants, 10+ years",  Personal preference,15+,125.4,43.2,82.3
2007,Canada,"          Established immigrants, 10+ years",  Personal preference,15-24,3.3,1.6,1.7
2007,Canada,"          Established immigrants, 10+ years",  Personal preference,25-54,39,9.3,29.7
2007,Canada,"          Established immigrants, 10+ years",  Personal preference,55+,83.1,32.3,50.9
2007,Canada,"          Established immigrants, 10+ years",  Other voluntary,15+,2.8,0,1.6
2007,Canada,"          Established immigrants, 10+ years",  Other voluntary,15-24,0,0,0
2007,Canada,"          Established immigrants, 10+ years",  Other voluntary,25-54,1.6,0,0
2007,Canada,"          Established immigrants, 10+ years",  Other voluntary,55+,0,0,0
2007,Canada,"          Established immigrants, 10+ years","  Business conditions, did not look for full-time work in last month",15+,51.6,18.4,33.2
2007,Canada,"          Established immigrants, 10+ years","  Business conditions, did not look for full-time work in last month",15-24,4.1,2,2.1
2007,Canada,"          Established immigrants, 10+ years","  Business conditions, did not look for full-time work in last month",25-54,30.7,10.3,20.4
2007,Canada,"          Established immigrants, 10+ years","  Business conditions, did not look for full-time work in last month",55+,16.7,6.1,10.6
2007,Canada,"          Established immigrants, 10+ years","  Could not find full-time work, did not look for full-time work in last month",15+,10.7,3.3,7.4
2007,Canada,"          Established immigrants, 10+ years","  Could not find full-time work, did not look for full-time work in last month",15-24,0,0,0
2007,Canada,"          Established immigrants, 10+ years","  Could not find full-time work, did not look for full-time work in last month",25-54,6.7,1.9,4.7
2007,Canada,"          Established immigrants, 10+ years","  Could not find full-time work, did not look for full-time work in last month",55+,2.8,0,2.1
2007,Canada,"          Established immigrants, 10+ years","  Business conditions, looked for full-time work in last month",15+,16.3,6.7,9.7
2007,Canada,"          Established immigrants, 10+ years","  Business conditions, looked for full-time work in last month",15-24,1.8,0,0
2007,Canada,"          Established immigrants, 10+ years","  Business conditions, looked for full-time work in last month",25-54,11.2,4.3,6.9
2007,Canada,"          Established immigrants, 10+ years","  Business conditions, looked for full-time work in last month",55+,3.3,0,1.9
2007,Canada,"          Established immigrants, 10+ years","  Could not find full-time work, looked for full-time work in last month",15+,9.8,3.3,6.5
2007,Canada,"          Established immigrants, 10+ years","  Could not find full-time work, looked for full-time work in last month",15-24,0,0,0
2007,Canada,"          Established immigrants, 10+ years","  Could not find full-time work, looked for full-time work in last month",25-54,6.3,2,4.3
2007,Canada,"          Established immigrants, 10+ years","  Could not find full-time work, looked for full-time work in last month",55+,2.4,0,0
2007,Canada,  Non-landed immigrants,"Part-time employment, all reasons",15+,40.4,15.5,24.9
2007,Canada,  Non-landed immigrants,"Part-time employment, all reasons",15-24,14.4,6.1,8.3
2007,Canada,  Non-landed immigrants,"Part-time employment, all reasons",25-54,22,8.2,13.8
2007,Canada,  Non-landed immigrants,"Part-time employment, all reasons",55+,3.9,0,2.8
2007,Canada,  Non-landed immigrants,  Own illness,15+,0,0,0
2007,Canada,  Non-landed immigrants,  Own illness,15-24,0,0,0
2007,Canada,  Non-landed immigrants,  Own illness,25-54,0,0,0
2007,Canada,  Non-landed immigrants,  Own illness,55+,0,0,0
2007,Canada,  Non-landed immigrants,  Caring for children,15+,4.1,0,3.9
2007,Canada,  Non-landed immigrants,  Caring for children,15-24,0,0,0
2007,Canada,  Non-landed immigrants,  Caring for children,25-54,3.9,0,3.7
2007,Canada,  Non-landed immigrants,  Caring for children,55+,0,0,0
2007,Canada,  Non-landed immigrants,  Other personal or family responsibilities,15+,0,0,0
2007,Canada,  Non-landed immigrants,  Other personal or family responsibilities,15-24,0,0,0
2007,Canada,  Non-landed immigrants,  Other personal or family responsibilities,25-54,0,0,0
2007,Canada,  Non-landed immigrants,  Other personal or family responsibilities,55+,0,0,0
2007,Canada,  Non-landed immigrants,  Going to school,15+,16,7.3,8.6
2007,Canada,  Non-landed immigrants,  Going to school,15-24,10.7,4.4,6.3
2007,Canada,  Non-landed immigrants,  Going to school,25-54,5.2,3,2.3
2007,Canada,  Non-landed immigrants,  Going to school,55+,0,0,0
2007,Canada,  Non-landed immigrants,  Personal preference,15+,9.2,3,6.2
2007,Canada,  Non-landed immigrants,  Personal preference,15-24,0,0,0
2007,Canada,  Non-landed immigrants,  Personal preference,25-54,5.2,1.5,3.7
2007,Canada,  Non-landed immigrants,  Personal preference,55+,3,0,1.9
2007,Canada,  Non-landed immigrants,  Other voluntary,15+,0,0,0
2007,Canada,  Non-landed immigrants,  Other voluntary,15-24,0,0,0
2007,Canada,  Non-landed immigrants,  Other voluntary,25-54,0,0,0
2007,Canada,  Non-landed immigrants,  Other voluntary,55+,0,0,0
2007,Canada,  Non-landed immigrants,"  Business conditions, did not look for full-time work in last month",15+,4.7,2.1,2.6
2007,Canada,  Non-landed immigrants,"  Business conditions, did not look for full-time work in last month",15-24,0,0,0
2007,Canada,  Non-landed immigrants,"  Business conditions, did not look for full-time work in last month",25-54,3.3,1.5,1.8
2007,Canada,  Non-landed immigrants,"  Business conditions, did not look for full-time work in last month",55+,0,0,0
2007,Canada,  Non-landed immigrants,"  Could not find full-time work, did not look for full-time work in last month",15+,0,0,0
2007,Canada,  Non-landed immigrants,"  Could not find full-time work, did not look for full-time work in last month",15-24,0,0,0
2007,Canada,  Non-landed immigrants,"  Could not find full-time work, did not look for full-time work in last month",25-54,0,0,0
2007,Canada,  Non-landed immigrants,"  Could not find full-time work, did not look for full-time work in last month",55+,0,0,0
2007,Canada,  Non-landed immigrants,"  Business conditions, looked for full-time work in last month",15+,1.6,0,0
2007,Canada,  Non-landed immigrants,"  Business conditions, looked for full-time work in last month",15-24,0,0,0
2007,Canada,  Non-landed immigrants,"  Business conditions, looked for full-time work in last month",25-54,0,0,0
2007,Canada,  Non-landed immigrants,"  Business conditions, looked for full-time work in last month",55+,0,0,0
2007,Canada,  Non-landed immigrants,"  Could not find full-time work, looked for full-time work in last month",15+,0,0,0
2007,Canada,  Non-landed immigrants,"  Could not find full-time work, looked for full-time work in last month",15-24,0,0,0
2007,Canada,  Non-landed immigrants,"  Could not find full-time work, looked for full-time work in last month",25-54,0,0,0
2007,Canada,  Non-landed immigrants,"  Could not find full-time work, looked for full-time work in last month",55+,0,0,0
2007,Ontario,Total,"Part-time employment, all reasons",15+,1194.4,386.1,808.3
2007,Ontario,Total,"Part-time employment, all reasons",15-24,485,200.7,284.3
2007,Ontario,Total,"Part-time employment, all reasons",25-54,496.8,104.4,392.4
2007,Ontario,Total,"Part-time employment, all reasons",55+,212.6,81,131.6
2007,Ontario,Total,  Own illness,15+,37.1,12.3,24.8
2007,Ontario,Total,  Own illness,15-24,2.2,0,0
2007,Ontario,Total,  Own illness,25-54,22.4,7.1,15.3
2007,Ontario,Total,  Own illness,55+,12.6,4.1,8.5
2007,Ontario,Total,  Caring for children,15+,120.1,4.6,115.5
2007,Ontario,Total,  Caring for children,15-24,3.4,0,3.4
2007,Ontario,Total,  Caring for children,25-54,114.7,4.2,110.5
2007,Ontario,Total,  Caring for children,55+,2,0,1.6
2007,Ontario,Total,  Other personal or family responsibilities,15+,33,4.2,28.8
2007,Ontario,Total,  Other personal or family responsibilities,15-24,2,0,0
2007,Ontario,Total,  Other personal or family responsibilities,25-54,23.3,1.8,21.5
2007,Ontario,Total,  Other personal or family responsibilities,55+,7.7,1.5,6.2
2007,Ontario,Total,  Going to school,15+,406.4,166.7,239.7
2007,Ontario,Total,  Going to school,15-24,368.8,153.4,215.4
2007,Ontario,Total,  Going to school,25-54,36.8,13.1,23.7
2007,Ontario,Total,  Going to school,55+,0,0,0
2007,Ontario,Total,  Personal preference,15+,293,94.9,198.1
2007,Ontario,Total,  Personal preference,15-24,24.9,10.5,14.4
2007,Ontario,Total,  Personal preference,25-54,117.4,23.1,94.3
2007,Ontario,Total,  Personal preference,55+,150.7,61.3,89.4
2007,Ontario,Total,  Other voluntary,15+,8.8,3.7,5.1
2007,Ontario,Total,  Other voluntary,15-24,0,0,0
2007,Ontario,Total,  Other voluntary,25-54,5.4,2.3,3.1
2007,Ontario,Total,  Other voluntary,55+,2,0,0
2007,Ontario,Total,"  Business conditions, did not look for full-time work in last month",15+,173.6,57,116.6
2007,Ontario,Total,"  Business conditions, did not look for full-time work in last month",15-24,43.5,18.4,25.1
2007,Ontario,Total,"  Business conditions, did not look for full-time work in last month",25-54,104.6,29.7,74.9
2007,Ontario,Total,"  Business conditions, did not look for full-time work in last month",55+,25.6,8.9,16.6
2007,Ontario,Total,"  Could not find full-time work, did not look for full-time work in last month",15+,31.1,8.8,22.3
2007,Ontario,Total,"  Could not find full-time work, did not look for full-time work in last month",15-24,8.7,3.7,5
2007,Ontario,Total,"  Could not find full-time work, did not look for full-time work in last month",25-54,18.5,4.2,14.3
2007,Ontario,Total,"  Could not find full-time work, did not look for full-time work in last month",55+,3.9,0,3
2007,Ontario,Total,"  Business conditions, looked for full-time work in last month",15+,61.8,22.8,39
2007,Ontario,Total,"  Business conditions, looked for full-time work in last month",15-24,20,7.9,12.1
2007,Ontario,Total,"  Business conditions, looked for full-time work in last month",25-54,37.1,13.2,23.9
2007,Ontario,Total,"  Business conditions, looked for full-time work in last month",55+,4.7,1.7,3
2007,Ontario,Total,"  Could not find full-time work, looked for full-time work in last month",15+,29.4,11.1,18.3
2007,Ontario,Total,"  Could not find full-time work, looked for full-time work in last month",15-24,10.1,4.1,5.9
2007,Ontario,Total,"  Could not find full-time work, looked for full-time work in last month",25-54,16.7,5.7,11
2007,Ontario,Total,"  Could not find full-time work, looked for full-time work in last month",55+,2.7,0,0
2007,Ontario,  Born in Canada,"Part-time employment, all reasons",15+,912.5,292.6,619.9
2007,Ontario,  Born in Canada,"Part-time employment, all reasons",15-24,413.3,169.2,244.1
2007,Ontario,  Born in Canada,"Part-time employment, all reasons",25-54,361.2,69,292.2
2007,Ontario,  Born in Canada,"Part-time employment, all reasons",55+,138,54.4,83.6
2007,Ontario,  Born in Canada,  Own illness,15+,25.2,8.6,16.6
2007,Ontario,  Born in Canada,  Own illness,15-24,2,0,0
2007,Ontario,  Born in Canada,  Own illness,25-54,16.6,5.3,11.3
2007,Ontario,  Born in Canada,  Own illness,55+,6.6,2.2,4.4
2007,Ontario,  Born in Canada,  Caring for children,15+,89.3,2.8,86.5
2007,Ontario,  Born in Canada,  Caring for children,15-24,2.9,0,2.8
2007,Ontario,  Born in Canada,  Caring for children,25-54,85,2.6,82.5
2007,Ontario,  Born in Canada,  Caring for children,55+,0,0,0
2007,Ontario,  Born in Canada,  Other personal or family responsibilities,15+,23.5,2.8,20.6
2007,Ontario,  Born in Canada,  Other personal or family responsibilities,15-24,0,0,0
2007,Ontario,  Born in Canada,  Other personal or family responsibilities,25-54,17.6,0,16.2
2007,Ontario,  Born in Canada,  Other personal or family responsibilities,55+,4.5,0,3.6
2007,Ontario,  Born in Canada,  Going to school,15+,336.1,136.9,199.2
2007,Ontario,  Born in Canada,  Going to school,15-24,312,128.8,183.2
2007,Ontario,  Born in Canada,  Going to school,25-54,23.6,8,15.6
2007,Ontario,  Born in Canada,  Going to school,55+,0,0,0
2007,Ontario,  Born in Canada,  Personal preference,15+,219.6,69.9,149.7
2007,Ontario,  Born in Canada,  Personal preference,15-24,22,9.5,12.5
2007,Ontario,  Born in Canada,  Personal preference,25-54,92.7,16.5,76.2
2007,Ontario,  Born in Canada,  Personal preference,55+,104.9,43.9,61
2007,Ontario,  Born in Canada,  Other voluntary,15+,6.8,2.9,3.9
2007,Ontario,  Born in Canada,  Other voluntary,15-24,0,0,0
2007,Ontario,  Born in Canada,  Other voluntary,25-54,4.2,1.9,2.3
2007,Ontario,  Born in Canada,  Other voluntary,55+,0,0,0
2007,Ontario,  Born in Canada,"  Business conditions, did not look for full-time work in last month",15+,126.9,40.5,86.5
2007,Ontario,  Born in Canada,"  Business conditions, did not look for full-time work in last month",15-24,38.8,15.9,22.9
2007,Ontario,  Born in Canada,"  Business conditions, did not look for full-time work in last month",25-54,74.4,19.6,54.8
2007,Ontario,  Born in Canada,"  Business conditions, did not look for full-time work in last month",55+,13.8,5,8.8
2007,Ontario,  Born in Canada,"  Could not find full-time work, did not look for full-time work in last month",15+,22.3,5.9,16.4
2007,Ontario,  Born in Canada,"  Could not find full-time work, did not look for full-time work in last month",15-24,7.7,2.9,4.7
2007,Ontario,  Born in Canada,"  Could not find full-time work, did not look for full-time work in last month",25-54,12.7,2.6,10.2
2007,Ontario,  Born in Canada,"  Could not find full-time work, did not look for full-time work in last month",55+,1.9,0,1.5
2007,Ontario,  Born in Canada,"  Business conditions, looked for full-time work in last month",15+,43.4,15.1,28.3
2007,Ontario,  Born in Canada,"  Business conditions, looked for full-time work in last month",15-24,17,6.5,10.4
2007,Ontario,  Born in Canada,"  Business conditions, looked for full-time work in last month",25-54,24.2,7.8,16.4
2007,Ontario,  Born in Canada,"  Business conditions, looked for full-time work in last month",55+,2.2,0,0
2007,Ontario,  Born in Canada,"  Could not find full-time work, looked for full-time work in last month",15+,19.4,7.2,12.2
2007,Ontario,  Born in Canada,"  Could not find full-time work, looked for full-time work in last month",15-24,8.3,3.2,5.1
2007,Ontario,  Born in Canada,"  Could not find full-time work, looked for full-time work in last month",25-54,10.1,3.6,6.6
2007,Ontario,  Born in Canada,"  Could not find full-time work, looked for full-time work in last month",55+,0,0,0
2007,Ontario,  Total Landed immigrants,"Part-time employment, all reasons",15+,266.1,87.9,178.3
2007,Ontario,  Total Landed immigrants,"Part-time employment, all reasons",15-24,65,28.9,36.1
2007,Ontario,  Total Landed immigrants,"Part-time employment, all reasons",25-54,128.2,33,95.2
2007,Ontario,  Total Landed immigrants,"Part-time employment, all reasons",55+,73,26,47
2007,Ontario,  Total Landed immigrants,  Own illness,15+,11.8,3.6,8.2
2007,Ontario,  Total Landed immigrants,  Own illness,15-24,0,0,0
2007,Ontario,  Total Landed immigrants,  Own illness,25-54,5.7,1.7,4
2007,Ontario,  Total Landed immigrants,  Own illness,55+,6,1.9,4.1
2007,Ontario,  Total Landed immigrants,  Caring for children,15+,29.2,1.6,27.6
2007,Ontario,  Total Landed immigrants,  Caring for children,15-24,0,0,0
2007,Ontario,  Total Landed immigrants,  Caring for children,25-54,28.1,0,26.6
2007,Ontario,  Total Landed immigrants,  Caring for children,55+,0,0,0
2007,Ontario,  Total Landed immigrants,  Other personal or family responsibilities,15+,8.9,0,7.7
2007,Ontario,  Total Landed immigrants,  Other personal or family responsibilities,15-24,0,0,0
2007,Ontario,  Total Landed immigrants,  Other personal or family responsibilities,25-54,5.6,0,5.1
2007,Ontario,  Total Landed immigrants,  Other personal or family responsibilities,55+,3.1,0,2.4
2007,Ontario,  Total Landed immigrants,  Going to school,15+,63.2,27,36.2
2007,Ontario,  Total Landed immigrants,  Going to school,15-24,51.3,22.5,28.8
2007,Ontario,  Total Landed immigrants,  Going to school,25-54,11.5,4.3,7.1
2007,Ontario,  Total Landed immigrants,  Going to school,55+,0,0,0
2007,Ontario,  Total Landed immigrants,  Personal preference,15+,70.3,24,46.4
2007,Ontario,  Total Landed immigrants,  Personal preference,15-24,2.6,0,1.7
2007,Ontario,  Total Landed immigrants,  Personal preference,25-54,23.2,6.3,16.8
2007,Ontario,  Total Landed immigrants,  Personal preference,55+,44.6,16.7,27.8
2007,Ontario,  Total Landed immigrants,  Other voluntary,15+,1.9,0,0
2007,Ontario,  Total Landed immigrants,  Other voluntary,15-24,0,0,0
2007,Ontario,  Total Landed immigrants,  Other voluntary,25-54,0,0,0
2007,Ontario,  Total Landed immigrants,  Other voluntary,55+,0,0,0
2007,Ontario,  Total Landed immigrants,"  Business conditions, did not look for full-time work in last month",15+,45.1,15.9,29.2
2007,Ontario,  Total Landed immigrants,"  Business conditions, did not look for full-time work in last month",15-24,4.4,2.2,2.2
2007,Ontario,  Total Landed immigrants,"  Business conditions, did not look for full-time work in last month",25-54,29,9.7,19.3
2007,Ontario,  Total Landed immigrants,"  Business conditions, did not look for full-time work in last month",55+,11.6,4,7.7
2007,Ontario,  Total Landed immigrants,"  Could not find full-time work, did not look for full-time work in last month",15+,8.5,2.8,5.7
2007,Ontario,  Total Landed immigrants,"  Could not find full-time work, did not look for full-time work in last month",15-24,0,0,0
2007,Ontario,  Total Landed immigrants,"  Could not find full-time work, did not look for full-time work in last month",25-54,5.5,1.6,3.9
2007,Ontario,  Total Landed immigrants,"  Could not find full-time work, did not look for full-time work in last month",55+,2,0,1.5
2007,Ontario,  Total Landed immigrants,"  Business conditions, looked for full-time work in last month",15+,17.6,7.3,10.3
2007,Ontario,  Total Landed immigrants,"  Business conditions, looked for full-time work in last month",15-24,2.9,0,1.6
2007,Ontario,  Total Landed immigrants,"  Business conditions, looked for full-time work in last month",25-54,12.3,5,7.2
2007,Ontario,  Total Landed immigrants,"  Business conditions, looked for full-time work in last month",55+,2.4,0,1.5
2007,Ontario,  Total Landed immigrants,"  Could not find full-time work, looked for full-time work in last month",15+,9.7,3.8,5.9
2007,Ontario,  Total Landed immigrants,"  Could not find full-time work, looked for full-time work in last month",15-24,1.5,0,0
2007,Ontario,  Total Landed immigrants,"  Could not find full-time work, looked for full-time work in last month",25-54,6.4,2.2,4.3
2007,Ontario,  Total Landed immigrants,"  Could not find full-time work, looked for full-time work in last month",55+,1.7,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less","Part-time employment, all reasons",15+,36.3,14.3,22
2007,Ontario,"      Very recent immigrants, 5 years or less","Part-time employment, all reasons",15-24,15,6.4,8.6
2007,Ontario,"      Very recent immigrants, 5 years or less","Part-time employment, all reasons",25-54,20.1,7.5,12.6
2007,Ontario,"      Very recent immigrants, 5 years or less","Part-time employment, all reasons",55+,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less",  Own illness,15+,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less",  Own illness,15-24,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less",  Own illness,25-54,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less",  Own illness,55+,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less",  Caring for children,15+,3.5,0,3.3
2007,Ontario,"      Very recent immigrants, 5 years or less",  Caring for children,15-24,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less",  Caring for children,25-54,3.1,0,3
2007,Ontario,"      Very recent immigrants, 5 years or less",  Caring for children,55+,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less",  Other personal or family responsibilities,15+,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less",  Other personal or family responsibilities,15-24,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less",  Other personal or family responsibilities,25-54,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less",  Other personal or family responsibilities,55+,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less",  Going to school,15+,15.8,6.5,9.3
2007,Ontario,"      Very recent immigrants, 5 years or less",  Going to school,15-24,11.9,4.6,7.2
2007,Ontario,"      Very recent immigrants, 5 years or less",  Going to school,25-54,3.7,1.8,1.9
2007,Ontario,"      Very recent immigrants, 5 years or less",  Going to school,55+,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less",  Personal preference,15+,2.7,0,1.5
2007,Ontario,"      Very recent immigrants, 5 years or less",  Personal preference,15-24,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less",  Personal preference,25-54,2,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less",  Personal preference,55+,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less",  Other voluntary,15+,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less",  Other voluntary,15-24,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less",  Other voluntary,25-54,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less",  Other voluntary,55+,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less","  Business conditions, did not look for full-time work in last month",15+,4.8,2.2,2.6
2007,Ontario,"      Very recent immigrants, 5 years or less","  Business conditions, did not look for full-time work in last month",15-24,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less","  Business conditions, did not look for full-time work in last month",25-54,3.8,1.7,2.1
2007,Ontario,"      Very recent immigrants, 5 years or less","  Business conditions, did not look for full-time work in last month",55+,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less","  Could not find full-time work, did not look for full-time work in last month",15+,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less","  Could not find full-time work, did not look for full-time work in last month",15-24,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less","  Could not find full-time work, did not look for full-time work in last month",25-54,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less","  Could not find full-time work, did not look for full-time work in last month",55+,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less","  Business conditions, looked for full-time work in last month",15+,3.4,1.7,1.7
2007,Ontario,"      Very recent immigrants, 5 years or less","  Business conditions, looked for full-time work in last month",15-24,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less","  Business conditions, looked for full-time work in last month",25-54,2.8,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less","  Business conditions, looked for full-time work in last month",55+,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less","  Could not find full-time work, looked for full-time work in last month",15+,2.9,0,1.6
2007,Ontario,"      Very recent immigrants, 5 years or less","  Could not find full-time work, looked for full-time work in last month",15-24,0,0,0
2007,Ontario,"      Very recent immigrants, 5 years or less","  Could not find full-time work, looked for full-time work in last month",25-54,2.2,0,1.5
2007,Ontario,"      Very recent immigrants, 5 years or less","  Could not find full-time work, looked for full-time work in last month",55+,0,0,0
2007,Ontario,      Recent immigrants 5+ years,"Part-time employment, all reasons",15+,229.8,73.6,156.2
2007,Ontario,      Recent immigrants 5+ years,"Part-time employment, all reasons",15-24,50,22.5,27.5
2007,Ontario,      Recent immigrants 5+ years,"Part-time employment, all reasons",25-54,108.1,25.5,82.6
2007,Ontario,      Recent immigrants 5+ years,"Part-time employment, all reasons",55+,71.8,25.6,46.2
2007,Ontario,      Recent immigrants 5+ years,  Own illness,15+,11.4,3.3,8.1
2007,Ontario,      Recent immigrants 5+ years,  Own illness,15-24,0,0,0
